timestamp,user_id,action
2025-11-28T08:02:35.941055Z,50783,purchase
2025-11-28T08:02:35.941242Z,89531,logout
2025-11-28T08:02:35.941246Z,25112,login
2025-11-28T08:02:35.941248Z,15315,click
2025-11-28T08:02:35.941251Z,94855,purchase
2025-11-28T08:02:35.941252Z,88601,logout
2025-11-28T08:02:35.941255Z,16414,logout
2025-11-28T08:02:35.941258Z,65199,click
2025-11-28T08:02:35.941263Z,42132,purchase
2025-11-28T08:02:35.941266Z,82463,purchase
2025-11-28T08:02:35.941267Z,50619,click
2025-11-28T08:02:35.941269Z,36482,logout
2025-11-28T08:02:35.941271Z,89300,purchase
2025-11-28T08:02:35.941272Z,43624,click
2025-11-28T08:02:35.941274Z,44125,logout
2025-11-28T08:02:35.941275Z,23647,click
2025-11-28T08:02:35.941277Z,75139,login
2025-11-28T08:02:35.941278Z,62571,purchase
2025-11-28T08:02:35.941279Z,11490,click
2025-11-28T08:02:35.941280Z,79680,login
2025-11-28T08:02:35.941281Z,26746,logout
2025-11-28T08:02:35.941283Z,72380,purchase
2025-11-28T08:02:35.941284Z,55753,purchase
2025-11-28T08:02:35.941285Z,27132,login
2025-11-28T08:02:35.941286Z,80025,purchase
2025-11-28T08:02:35.941287Z,95772,logout
2025-11-28T08:02:35.941289Z,15631,purchase
2025-11-28T08:02:35.941290Z,31564,logout
2025-11-28T08:02:35.941291Z,49322,login
2025-11-28T08:02:35.941292Z,20233,logout
2025-11-28T08:02:35.941293Z,16220,logout
2025-11-28T08:02:35.941294Z,66244,login
2025-11-28T08:02:35.941296Z,78329,logout
2025-11-28T08:02:35.941297Z,90132,click
2025-11-28T08:02:35.941298Z,73160,purchase
2025-11-28T08:02:35.941300Z,47336,login
2025-11-28T08:02:35.941301Z,52390,purchase
2025-11-28T08:02:35.941302Z,73399,logout
2025-11-28T08:02:35.941303Z,55537,click
2025-11-28T08:02:35.941304Z,21032,purchase
2025-11-28T08:02:35.941306Z,83074,click
2025-11-28T08:02:35.941307Z,64163,click
2025-11-28T08:02:35.941308Z,66908,click
2025-11-28T08:02:35.941309Z,30494,login
2025-11-28T08:02:35.941310Z,72166,logout
2025-11-28T08:02:35.941311Z,64722,logout
2025-11-28T08:02:35.941313Z,70709,click
2025-11-28T08:02:35.941314Z,17167,purchase
2025-11-28T08:02:35.941315Z,93289,login
2025-11-28T08:02:35.941316Z,93386,click
2025-11-28T08:02:35.941318Z,36372,logout
2025-11-28T08:02:35.941319Z,90452,login
2025-11-28T08:02:35.941320Z,61714,login
2025-11-28T08:02:35.941321Z,25625,click
2025-11-28T08:02:35.941323Z,93212,logout
2025-11-28T08:02:35.941324Z,77513,purchase
2025-11-28T08:02:35.941325Z,84939,logout
2025-11-28T08:02:35.941326Z,93689,login
2025-11-28T08:02:35.941327Z,68655,click
2025-11-28T08:02:35.941329Z,97735,purchase
2025-11-28T08:02:35.941330Z,40684,logout
2025-11-28T08:02:35.941331Z,78011,logout
2025-11-28T08:02:35.941332Z,30906,login
2025-11-28T08:02:35.941333Z,69566,purchase
2025-11-28T08:02:35.941335Z,21460,logout
2025-11-28T08:02:35.941336Z,68779,purchase
2025-11-28T08:02:35.941337Z,54112,click
2025-11-28T08:02:35.941338Z,89367,purchase
2025-11-28T08:02:35.941340Z,67198,click
2025-11-28T08:02:35.941341Z,70054,click
2025-11-28T08:02:35.941342Z,22434,login
2025-11-28T08:02:35.941344Z,57015,logout
2025-11-28T08:02:35.941345Z,70020,logout
2025-11-28T08:02:35.941346Z,86098,login
2025-11-28T08:02:35.941347Z,65584,click
2025-11-28T08:02:35.941349Z,15106,purchase
2025-11-28T08:02:35.941350Z,16994,purchase
2025-11-28T08:02:35.941352Z,16933,logout
2025-11-28T08:02:35.941353Z,39284,click
2025-11-28T08:02:35.941354Z,67352,logout
2025-11-28T08:02:35.941355Z,61390,purchase
2025-11-28T08:02:35.941356Z,40818,logout
2025-11-28T08:02:35.941357Z,92453,logout
2025-11-28T08:02:35.941359Z,20013,click
2025-11-28T08:02:35.941360Z,99158,click
2025-11-28T08:02:35.941361Z,82631,click
2025-11-28T08:02:35.941362Z,65255,click
2025-11-28T08:02:35.941363Z,42134,login
2025-11-28T08:02:35.941364Z,16827,purchase
2025-11-28T08:02:35.941365Z,43696,click
2025-11-28T08:02:35.941367Z,80643,click
2025-11-28T08:02:35.941368Z,40069,purchase
2025-11-28T08:02:35.941369Z,55778,logout
2025-11-28T08:02:35.941370Z,26042,purchase
2025-11-28T08:02:35.941372Z,56327,click
2025-11-28T08:02:35.941373Z,29453,login
2025-11-28T08:02:35.941374Z,28358,purchase
2025-11-28T08:02:35.941375Z,16216,click
2025-11-28T08:02:35.941377Z,29517,purchase
2025-11-28T08:02:35.941378Z,84297,click
2025-11-28T08:02:35.941379Z,66717,logout
2025-11-28T08:02:35.941380Z,55570,click
2025-11-28T08:02:35.941382Z,55673,login
2025-11-28T08:02:35.941383Z,55714,login
2025-11-28T08:02:35.941384Z,32029,logout
2025-11-28T08:02:35.941385Z,30381,logout
2025-11-28T08:02:35.941386Z,93975,click
2025-11-28T08:02:35.941388Z,88284,logout
2025-11-28T08:02:35.941389Z,91377,login
2025-11-28T08:02:35.941390Z,58421,purchase
2025-11-28T08:02:35.941392Z,91345,login
2025-11-28T08:02:35.941393Z,69472,click
2025-11-28T08:02:35.941394Z,37306,click
2025-11-28T08:02:35.941395Z,88113,logout
2025-11-28T08:02:35.941396Z,18198,logout
2025-11-28T08:02:35.941398Z,56083,logout
2025-11-28T08:02:35.941399Z,61090,purchase
2025-11-28T08:02:35.941400Z,97795,login
2025-11-28T08:02:35.941401Z,31783,login
2025-11-28T08:02:35.941402Z,77748,logout
2025-11-28T08:02:35.941404Z,82720,login
2025-11-28T08:02:35.941405Z,46444,login
2025-11-28T08:02:35.941406Z,85873,login
2025-11-28T08:02:35.941407Z,89329,logout
2025-11-28T08:02:35.941408Z,71161,logout
2025-11-28T08:02:35.941410Z,42211,click
2025-11-28T08:02:35.941411Z,83237,logout
2025-11-28T08:02:35.941412Z,59515,login
2025-11-28T08:02:35.941414Z,64818,purchase
2025-11-28T08:02:35.941415Z,59273,click
2025-11-28T08:02:35.941416Z,62298,login
2025-11-28T08:02:35.941417Z,75079,purchase
2025-11-28T08:02:35.941419Z,16162,login
2025-11-28T08:02:35.941420Z,22611,logout
2025-11-28T08:02:35.941421Z,42935,login
2025-11-28T08:02:35.941422Z,93568,logout
2025-11-28T08:02:35.941424Z,98916,logout
2025-11-28T08:02:35.941425Z,21282,logout
2025-11-28T08:02:35.941426Z,79033,login
2025-11-28T08:02:35.941427Z,78174,login
2025-11-28T08:02:35.941429Z,22526,purchase
2025-11-28T08:02:35.941430Z,19368,purchase
2025-11-28T08:02:35.941431Z,91429,purchase
2025-11-28T08:02:35.941432Z,86624,login
2025-11-28T08:02:35.941434Z,16436,click
2025-11-28T08:02:35.941435Z,24126,login
2025-11-28T08:02:35.941436Z,66136,click
2025-11-28T08:02:35.941437Z,48053,click
2025-11-28T08:02:35.941438Z,75098,purchase
2025-11-28T08:02:35.941440Z,53466,click
2025-11-28T08:02:35.941441Z,85382,login
2025-11-28T08:02:35.941442Z,81594,logout
2025-11-28T08:02:35.941443Z,21942,purchase
2025-11-28T08:02:35.941445Z,72381,click
2025-11-28T08:02:35.941446Z,25943,login
2025-11-28T08:02:35.941447Z,46183,click
2025-11-28T08:02:35.941448Z,21733,login
2025-11-28T08:02:35.941449Z,34894,login
2025-11-28T08:02:35.941451Z,16837,logout
2025-11-28T08:02:35.941452Z,54420,click
2025-11-28T08:02:35.941453Z,19246,logout
2025-11-28T08:02:35.941454Z,11480,purchase
2025-11-28T08:02:35.941455Z,51169,login
2025-11-28T08:02:35.941457Z,17934,login
2025-11-28T08:02:35.941458Z,12189,login
2025-11-28T08:02:35.941461Z,36908,purchase
